price_log_id,brand,itinerary_name,region,cabin_category,sail_date,price_usd,recorded_at,_fivetran_synced
PL000010134,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-10-12,4001.56,2026-04-05T21:19:00.323887,2026-04-05T21:19:00.323888
PL000010135,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-10-12,2981.77,2026-04-05T21:19:00.323889,2026-04-05T21:19:00.323890
PL000010136,Norwegian,Norwegian Fjords,Europe,Inside,2024-10-19,2659.33,2026-04-05T21:19:00.323891,2026-04-05T21:19:00.323892
PL000010137,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-10-19,3541.16,2026-04-05T21:19:00.323893,2026-04-05T21:19:00.323894
PL000010138,Norwegian,Norwegian Fjords,Europe,Balcony,2024-10-19,892.15,2026-04-05T21:19:00.323895,2026-04-05T21:19:00.323896
PL000010139,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-10-19,3706.12,2026-04-05T21:19:00.323897,2026-04-05T21:19:00.323898
PL000010140,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-10-19,4103.22,2026-04-05T21:19:00.323899,2026-04-05T21:19:00.323900
PL000010141,Norwegian,Norwegian Fjords,Europe,Inside,2024-10-26,4672.61,2026-04-05T21:19:00.323901,2026-04-05T21:19:00.323902
PL000010142,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-10-26,3296.68,2026-04-05T21:19:00.323903,2026-04-05T21:19:00.323904
PL000010143,Norwegian,Norwegian Fjords,Europe,Balcony,2024-10-26,2172.86,2026-04-05T21:19:00.323905,2026-04-05T21:19:00.323906
PL000010144,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-10-26,608.91,2026-04-05T21:19:00.323907,2026-04-05T21:19:00.323908
PL000010145,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-10-26,1158.65,2026-04-05T21:19:00.323909,2026-04-05T21:19:00.323910
PL000010146,Norwegian,Norwegian Fjords,Europe,Inside,2024-11-02,626.89,2026-04-05T21:19:00.323911,2026-04-05T21:19:00.323912
PL000010147,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-11-02,3965.63,2026-04-05T21:19:00.323913,2026-04-05T21:19:00.323914
PL000010148,Norwegian,Norwegian Fjords,Europe,Balcony,2024-11-02,796.54,2026-04-05T21:19:00.323915,2026-04-05T21:19:00.323916
PL000010149,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-11-02,3743.89,2026-04-05T21:19:00.323917,2026-04-05T21:19:00.323918
PL000010150,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-11-02,4631.59,2026-04-05T21:19:00.323919,2026-04-05T21:19:00.323920
PL000010151,Norwegian,Norwegian Fjords,Europe,Inside,2024-11-09,3357.89,2026-04-05T21:19:00.323921,2026-04-05T21:19:00.323922
PL000010152,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-11-09,3073.05,2026-04-05T21:19:00.323923,2026-04-05T21:19:00.323924
PL000010153,Norwegian,Norwegian Fjords,Europe,Balcony,2024-11-09,2980.25,2026-04-05T21:19:00.323925,2026-04-05T21:19:00.323926
PL000010154,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-11-09,2220.96,2026-04-05T21:19:00.323927,2026-04-05T21:19:00.323928
PL000010155,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-11-09,1489.04,2026-04-05T21:19:00.323929,2026-04-05T21:19:00.323930
PL000010156,Norwegian,Norwegian Fjords,Europe,Inside,2024-11-16,4157.51,2026-04-05T21:19:00.323932,2026-04-05T21:19:00.323932
PL000010157,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-11-16,2941.39,2026-04-05T21:19:00.323933,2026-04-05T21:19:00.323934
PL000010158,Norwegian,Norwegian Fjords,Europe,Balcony,2024-11-16,4417.34,2026-04-05T21:19:00.323935,2026-04-05T21:19:00.323936
PL000010159,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-11-16,804.8,2026-04-05T21:19:00.323937,2026-04-05T21:19:00.323938
PL000010160,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-11-16,2735.48,2026-04-05T21:19:00.323939,2026-04-05T21:19:00.323940
PL000010161,Norwegian,Norwegian Fjords,Europe,Inside,2024-11-23,3811.68,2026-04-05T21:19:00.323941,2026-04-05T21:19:00.323942
PL000010162,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-11-23,3798.67,2026-04-05T21:19:00.323943,2026-04-05T21:19:00.323944
PL000010163,Norwegian,Norwegian Fjords,Europe,Balcony,2024-11-23,1697.15,2026-04-05T21:19:00.323945,2026-04-05T21:19:00.323946
PL000010164,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-11-23,3881.32,2026-04-05T21:19:00.323947,2026-04-05T21:19:00.323948
PL000010165,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-11-23,2153.84,2026-04-05T21:19:00.323949,2026-04-05T21:19:00.323950
PL000010166,Norwegian,Norwegian Fjords,Europe,Inside,2024-11-30,3059.52,2026-04-05T21:19:00.323952,2026-04-05T21:19:00.323952
PL000010167,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-11-30,1840.77,2026-04-05T21:19:00.323954,2026-04-05T21:19:00.323954
PL000010168,Norwegian,Norwegian Fjords,Europe,Balcony,2024-11-30,3293.57,2026-04-05T21:19:00.323956,2026-04-05T21:19:00.323956
PL000010169,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-11-30,838.06,2026-04-05T21:19:00.323958,2026-04-05T21:19:00.323958
PL000010170,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-11-30,4360.63,2026-04-05T21:19:00.323959,2026-04-05T21:19:00.323960
PL000010171,Norwegian,Norwegian Fjords,Europe,Inside,2024-12-07,817.34,2026-04-05T21:19:00.323962,2026-04-05T21:19:00.323962
PL000010172,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-12-07,1991.42,2026-04-05T21:19:00.323964,2026-04-05T21:19:00.323964
PL000010173,Norwegian,Norwegian Fjords,Europe,Balcony,2024-12-07,2082.05,2026-04-05T21:19:00.323966,2026-04-05T21:19:00.323966
PL000010174,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-12-07,2078.02,2026-04-05T21:19:00.323968,2026-04-05T21:19:00.323968
PL000010175,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-12-07,1447.57,2026-04-05T21:19:00.323969,2026-04-05T21:19:00.323970
PL000010176,Norwegian,Norwegian Fjords,Europe,Inside,2024-12-14,3524.42,2026-04-05T21:19:00.323972,2026-04-05T21:19:00.323972
PL000010177,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-12-14,3245.77,2026-04-05T21:19:00.323974,2026-04-05T21:19:00.323974
PL000010178,Norwegian,Norwegian Fjords,Europe,Balcony,2024-12-14,2031.09,2026-04-05T21:19:00.323976,2026-04-05T21:19:00.323976
PL000010179,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-12-14,4567.83,2026-04-05T21:19:00.323978,2026-04-05T21:19:00.323978
PL000010180,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-12-14,2303.58,2026-04-05T21:19:00.323979,2026-04-05T21:19:00.323980
PL000010181,Norwegian,Norwegian Fjords,Europe,Inside,2024-12-21,4774.85,2026-04-05T21:19:00.323982,2026-04-05T21:19:00.323982
PL000010182,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-12-21,1329.52,2026-04-05T21:19:00.323984,2026-04-05T21:19:00.323984
PL000010183,Norwegian,Norwegian Fjords,Europe,Balcony,2024-12-21,1776.21,2026-04-05T21:19:00.323985,2026-04-05T21:19:00.323986
PL000010184,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-12-21,2606.27,2026-04-05T21:19:00.323987,2026-04-05T21:19:00.323988
PL000010185,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-12-21,975.98,2026-04-05T21:19:00.323989,2026-04-05T21:19:00.323990
PL000010186,Norwegian,Norwegian Fjords,Europe,Inside,2024-12-28,3763.29,2026-04-05T21:19:00.323992,2026-04-05T21:19:00.323992
PL000010187,Norwegian,Norwegian Fjords,Europe,Oceanview,2024-12-28,3985.38,2026-04-05T21:19:00.323994,2026-04-05T21:19:00.323994
PL000010188,Norwegian,Norwegian Fjords,Europe,Balcony,2024-12-28,3646.76,2026-04-05T21:19:00.323995,2026-04-05T21:19:00.323996
PL000010189,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2024-12-28,2014.29,2026-04-05T21:19:00.323997,2026-04-05T21:19:00.323998
PL000010190,Norwegian,Norwegian Fjords,Europe,Haven Suite,2024-12-28,1334.68,2026-04-05T21:19:00.323999,2026-04-05T21:19:00.324000
PL000010191,Norwegian,Norwegian Fjords,Europe,Inside,2025-01-04,2729.88,2026-04-05T21:19:00.324002,2026-04-05T21:19:00.324002
PL000010192,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-01-04,1807.01,2026-04-05T21:19:00.324004,2026-04-05T21:19:00.324004
PL000010193,Norwegian,Norwegian Fjords,Europe,Balcony,2025-01-04,2725.55,2026-04-05T21:19:00.324005,2026-04-05T21:19:00.324006
PL000010194,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-01-04,976.06,2026-04-05T21:19:00.324007,2026-04-05T21:19:00.324008
PL000010195,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-01-04,4530.06,2026-04-05T21:19:00.324009,2026-04-05T21:19:00.324010
PL000010196,Norwegian,Norwegian Fjords,Europe,Inside,2025-01-11,4060.37,2026-04-05T21:19:00.324011,2026-04-05T21:19:00.324012
PL000010197,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-01-11,3530.07,2026-04-05T21:19:00.324013,2026-04-05T21:19:00.324014
PL000010198,Norwegian,Norwegian Fjords,Europe,Balcony,2025-01-11,2476.57,2026-04-05T21:19:00.324015,2026-04-05T21:19:00.324016
PL000010199,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-01-11,4364.68,2026-04-05T21:19:00.324017,2026-04-05T21:19:00.324018
PL000010200,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-01-11,4954.65,2026-04-05T21:19:00.324019,2026-04-05T21:19:00.324020
PL000010201,Norwegian,Norwegian Fjords,Europe,Inside,2025-01-18,3400.1,2026-04-05T21:19:00.324021,2026-04-05T21:19:00.324022
PL000010202,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-01-18,2982.26,2026-04-05T21:19:00.324023,2026-04-05T21:19:00.324024
PL000010203,Norwegian,Norwegian Fjords,Europe,Balcony,2025-01-18,2867.69,2026-04-05T21:19:00.324025,2026-04-05T21:19:00.324026
PL000010204,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-01-18,706.37,2026-04-05T21:19:00.324027,2026-04-05T21:19:00.324028
PL000010205,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-01-18,2058.78,2026-04-05T21:19:00.324029,2026-04-05T21:19:00.324029
PL000010206,Norwegian,Norwegian Fjords,Europe,Inside,2025-01-25,2495.3,2026-04-05T21:19:00.324031,2026-04-05T21:19:00.324032
PL000010207,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-01-25,4501.99,2026-04-05T21:19:00.324033,2026-04-05T21:19:00.324034
PL000010208,Norwegian,Norwegian Fjords,Europe,Balcony,2025-01-25,4841.26,2026-04-05T21:19:00.324035,2026-04-05T21:19:00.324036
PL000010209,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-01-25,2782.95,2026-04-05T21:19:00.324037,2026-04-05T21:19:00.324038
PL000010210,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-01-25,4246.73,2026-04-05T21:19:00.324039,2026-04-05T21:19:00.324040
PL000010211,Norwegian,Norwegian Fjords,Europe,Inside,2025-02-01,3175.82,2026-04-05T21:19:00.324041,2026-04-05T21:19:00.324042
PL000010212,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-02-01,943.59,2026-04-05T21:19:00.324043,2026-04-05T21:19:00.324044
PL000010213,Norwegian,Norwegian Fjords,Europe,Balcony,2025-02-01,3396.04,2026-04-05T21:19:00.324046,2026-04-05T21:19:00.324046
PL000010214,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-02-01,1254.13,2026-04-05T21:19:00.324048,2026-04-05T21:19:00.324048
PL000010215,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-02-01,1498.19,2026-04-05T21:19:00.324050,2026-04-05T21:19:00.324050
PL000010216,Norwegian,Norwegian Fjords,Europe,Inside,2025-02-08,3970.13,2026-04-05T21:19:00.324052,2026-04-05T21:19:00.324052
PL000010217,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-02-08,3420.25,2026-04-05T21:19:00.324054,2026-04-05T21:19:00.324054
PL000010218,Norwegian,Norwegian Fjords,Europe,Balcony,2025-02-08,3887.34,2026-04-05T21:19:00.324056,2026-04-05T21:19:00.324056
PL000010219,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-02-08,3571.27,2026-04-05T21:19:00.324057,2026-04-05T21:19:00.324058
PL000010220,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-02-08,2632.45,2026-04-05T21:19:00.324059,2026-04-05T21:19:00.324060
PL000010221,Norwegian,Norwegian Fjords,Europe,Inside,2025-02-15,2074.26,2026-04-05T21:19:00.324062,2026-04-05T21:19:00.324062
PL000010222,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-02-15,3178.61,2026-04-05T21:19:00.324064,2026-04-05T21:19:00.324064
PL000010223,Norwegian,Norwegian Fjords,Europe,Balcony,2025-02-15,747.49,2026-04-05T21:19:00.324066,2026-04-05T21:19:00.324066
PL000010224,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-02-15,2917.85,2026-04-05T21:19:00.324067,2026-04-05T21:19:00.324068
PL000010225,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-02-15,1074.14,2026-04-05T21:19:00.324069,2026-04-05T21:19:00.324070
PL000010226,Norwegian,Norwegian Fjords,Europe,Inside,2025-02-22,1823.87,2026-04-05T21:19:00.324071,2026-04-05T21:19:00.324072
PL000010227,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-02-22,4399.57,2026-04-05T21:19:00.324074,2026-04-05T21:19:00.324074
PL000010228,Norwegian,Norwegian Fjords,Europe,Balcony,2025-02-22,936.49,2026-04-05T21:19:00.324076,2026-04-05T21:19:00.324076
PL000010229,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-02-22,2856.54,2026-04-05T21:19:00.324077,2026-04-05T21:19:00.324078
PL000010230,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-02-22,2864.03,2026-04-05T21:19:00.324079,2026-04-05T21:19:00.324080
PL000010231,Norwegian,Norwegian Fjords,Europe,Inside,2025-03-01,713.16,2026-04-05T21:19:00.324082,2026-04-05T21:19:00.324082
PL000010232,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-03-01,4961.48,2026-04-05T21:19:00.324084,2026-04-05T21:19:00.324084
PL000010233,Norwegian,Norwegian Fjords,Europe,Balcony,2025-03-01,1849.82,2026-04-05T21:19:00.324086,2026-04-05T21:19:00.324086
PL000010234,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-03-01,3622.67,2026-04-05T21:19:00.324087,2026-04-05T21:19:00.324088
PL000010235,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-03-01,4009.92,2026-04-05T21:19:00.324089,2026-04-05T21:19:00.324090
PL000010236,Norwegian,Norwegian Fjords,Europe,Inside,2025-03-08,4335.51,2026-04-05T21:19:00.324091,2026-04-05T21:19:00.324092
PL000010237,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-03-08,1652.01,2026-04-05T21:19:00.324093,2026-04-05T21:19:00.324094
PL000010238,Norwegian,Norwegian Fjords,Europe,Balcony,2025-03-08,2807.8,2026-04-05T21:19:00.324095,2026-04-05T21:19:00.324096
PL000010239,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-03-08,4206.86,2026-04-05T21:19:00.324097,2026-04-05T21:19:00.324098
PL000010240,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-03-08,2070.73,2026-04-05T21:19:00.324099,2026-04-05T21:19:00.324100
PL000010241,Norwegian,Norwegian Fjords,Europe,Inside,2025-03-15,4549.36,2026-04-05T21:19:00.324101,2026-04-05T21:19:00.324102
PL000010242,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-03-15,1765.19,2026-04-05T21:19:00.324103,2026-04-05T21:19:00.324104
PL000010243,Norwegian,Norwegian Fjords,Europe,Balcony,2025-03-15,3714.71,2026-04-05T21:19:00.324105,2026-04-05T21:19:00.324106
PL000010244,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-03-15,621.19,2026-04-05T21:19:00.324107,2026-04-05T21:19:00.324108
PL000010245,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-03-15,4470.49,2026-04-05T21:19:00.324109,2026-04-05T21:19:00.324110
PL000010246,Norwegian,Norwegian Fjords,Europe,Inside,2025-03-22,3616.3,2026-04-05T21:19:00.324111,2026-04-05T21:19:00.324112
PL000010247,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-03-22,4418.1,2026-04-05T21:19:00.324113,2026-04-05T21:19:00.324114
PL000010248,Norwegian,Norwegian Fjords,Europe,Balcony,2025-03-22,1557.08,2026-04-05T21:19:00.324115,2026-04-05T21:19:00.324116
PL000010249,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-03-22,1319.12,2026-04-05T21:19:00.324117,2026-04-05T21:19:00.324118
PL000010250,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-03-22,4128.57,2026-04-05T21:19:00.324119,2026-04-05T21:19:00.324120
PL000010251,Norwegian,Norwegian Fjords,Europe,Inside,2025-03-29,717.4,2026-04-05T21:19:00.324121,2026-04-05T21:19:00.324122
PL000010252,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-03-29,4891.43,2026-04-05T21:19:00.324123,2026-04-05T21:19:00.324124
PL000010253,Norwegian,Norwegian Fjords,Europe,Balcony,2025-03-29,2899.32,2026-04-05T21:19:00.324126,2026-04-05T21:19:00.324126
PL000010254,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-03-29,2494.27,2026-04-05T21:19:00.324128,2026-04-05T21:19:00.324128
PL000010255,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-03-29,1197.33,2026-04-05T21:19:00.324129,2026-04-05T21:19:00.324130
PL000010256,Norwegian,Norwegian Fjords,Europe,Inside,2025-04-05,2938.55,2026-04-05T21:19:00.324132,2026-04-05T21:19:00.324132
PL000010257,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-04-05,1184.08,2026-04-05T21:19:00.324134,2026-04-05T21:19:00.324134
PL000010258,Norwegian,Norwegian Fjords,Europe,Balcony,2025-04-05,1691.87,2026-04-05T21:19:00.324136,2026-04-05T21:19:00.324136
PL000010259,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-04-05,2757.38,2026-04-05T21:19:00.324138,2026-04-05T21:19:00.324138
PL000010260,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-04-05,4012.75,2026-04-05T21:19:00.324139,2026-04-05T21:19:00.324140
PL000010261,Norwegian,Norwegian Fjords,Europe,Inside,2025-04-12,4952.03,2026-04-05T21:19:00.324142,2026-04-05T21:19:00.324142
PL000010262,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-04-12,4304.28,2026-04-05T21:19:00.324144,2026-04-05T21:19:00.324144
PL000010263,Norwegian,Norwegian Fjords,Europe,Balcony,2025-04-12,798.83,2026-04-05T21:19:00.324146,2026-04-05T21:19:00.324146
PL000010264,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-04-12,4761.09,2026-04-05T21:19:00.324147,2026-04-05T21:19:00.324148
PL000010265,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-04-12,1932.26,2026-04-05T21:19:00.324149,2026-04-05T21:19:00.324150
PL000010266,Norwegian,Norwegian Fjords,Europe,Inside,2025-04-19,4046.7,2026-04-05T21:19:00.324151,2026-04-05T21:19:00.324152
PL000010267,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-04-19,4966.89,2026-04-05T21:19:00.324153,2026-04-05T21:19:00.324154
PL000010268,Norwegian,Norwegian Fjords,Europe,Balcony,2025-04-19,3942.23,2026-04-05T21:19:00.324155,2026-04-05T21:19:00.324156
PL000010269,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-04-19,3887.02,2026-04-05T21:19:00.324157,2026-04-05T21:19:00.324158
PL000010270,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-04-19,4928.49,2026-04-05T21:19:00.324159,2026-04-05T21:19:00.324159
PL000010271,Norwegian,Norwegian Fjords,Europe,Inside,2025-04-26,1867.51,2026-04-05T21:19:00.324161,2026-04-05T21:19:00.324162
PL000010272,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-04-26,3965.84,2026-04-05T21:19:00.324163,2026-04-05T21:19:00.324163
PL000010273,Norwegian,Norwegian Fjords,Europe,Balcony,2025-04-26,1134.59,2026-04-05T21:19:00.324165,2026-04-05T21:19:00.324165
PL000010274,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-04-26,3385.85,2026-04-05T21:19:00.324167,2026-04-05T21:19:00.324167
PL000010275,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-04-26,3155.33,2026-04-05T21:19:00.324169,2026-04-05T21:19:00.324169
PL000010276,Norwegian,Norwegian Fjords,Europe,Inside,2025-05-03,895.18,2026-04-05T21:19:00.324171,2026-04-05T21:19:00.324171
PL000010277,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-05-03,1786.47,2026-04-05T21:19:00.324173,2026-04-05T21:19:00.324173
PL000010278,Norwegian,Norwegian Fjords,Europe,Balcony,2025-05-03,1893.94,2026-04-05T21:19:00.324175,2026-04-05T21:19:00.324175
PL000010279,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-05-03,4387.6,2026-04-05T21:19:00.324177,2026-04-05T21:19:00.324177
PL000010280,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-05-03,3274.86,2026-04-05T21:19:00.324179,2026-04-05T21:19:00.324179
PL000010281,Norwegian,Norwegian Fjords,Europe,Inside,2025-05-10,3128.23,2026-04-05T21:19:00.324181,2026-04-05T21:19:00.324181
PL000010282,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-05-10,2182.3,2026-04-05T21:19:00.324183,2026-04-05T21:19:00.324183
PL000010283,Norwegian,Norwegian Fjords,Europe,Balcony,2025-05-10,2951.11,2026-04-05T21:19:00.324185,2026-04-05T21:19:00.324185
PL000010284,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-05-10,1093.82,2026-04-05T21:19:00.324186,2026-04-05T21:19:00.324187
PL000010285,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-05-10,3526.85,2026-04-05T21:19:00.324188,2026-04-05T21:19:00.324189
PL000010286,Norwegian,Norwegian Fjords,Europe,Inside,2025-05-17,1253.91,2026-04-05T21:19:00.324191,2026-04-05T21:19:00.324191
PL000010287,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-05-17,3362.12,2026-04-05T21:19:00.324192,2026-04-05T21:19:00.324193
PL000010288,Norwegian,Norwegian Fjords,Europe,Balcony,2025-05-17,3846.86,2026-04-05T21:19:00.324194,2026-04-05T21:19:00.324195
PL000010289,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-05-17,1921.52,2026-04-05T21:19:00.324196,2026-04-05T21:19:00.324197
PL000010290,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-05-17,5106.69,2026-04-05T21:19:00.324198,2026-04-05T21:19:00.324199
PL000010291,Norwegian,Norwegian Fjords,Europe,Inside,2025-05-24,3952.73,2026-04-05T21:19:00.324200,2026-04-05T21:19:00.324201
PL000010292,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-05-24,3829.99,2026-04-05T21:19:00.324202,2026-04-05T21:19:00.324203
PL000010293,Norwegian,Norwegian Fjords,Europe,Balcony,2025-05-24,4501.5,2026-04-05T21:19:00.324204,2026-04-05T21:19:00.324205
PL000010294,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-05-24,3127.35,2026-04-05T21:19:00.324206,2026-04-05T21:19:00.324207
PL000010295,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-05-24,3291.76,2026-04-05T21:19:00.324208,2026-04-05T21:19:00.324209
PL000010296,Norwegian,Norwegian Fjords,Europe,Inside,2025-05-31,2376.81,2026-04-05T21:19:00.324210,2026-04-05T21:19:00.324211
PL000010297,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-05-31,4682.78,2026-04-05T21:19:00.324212,2026-04-05T21:19:00.324213
PL000010298,Norwegian,Norwegian Fjords,Europe,Balcony,2025-05-31,2847.75,2026-04-05T21:19:00.324214,2026-04-05T21:19:00.324214
PL000010299,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-05-31,1142.75,2026-04-05T21:19:00.324216,2026-04-05T21:19:00.324216
PL000010300,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-05-31,3549.06,2026-04-05T21:19:00.324218,2026-04-05T21:19:00.324218
PL000010301,Norwegian,Norwegian Fjords,Europe,Inside,2025-06-07,5795.14,2026-04-05T21:19:00.324220,2026-04-05T21:19:00.324220
PL000010302,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-06-07,4323.32,2026-04-05T21:19:00.324222,2026-04-05T21:19:00.324222
PL000010303,Norwegian,Norwegian Fjords,Europe,Balcony,2025-06-07,3909.05,2026-04-05T21:19:00.324224,2026-04-05T21:19:00.324224
PL000010304,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-06-07,1890.47,2026-04-05T21:19:00.324226,2026-04-05T21:19:00.324226
PL000010305,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-06-07,5622.94,2026-04-05T21:19:00.324227,2026-04-05T21:19:00.324228
PL000010306,Norwegian,Norwegian Fjords,Europe,Inside,2025-06-14,3916.43,2026-04-05T21:19:00.324230,2026-04-05T21:19:00.324230
PL000010307,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-06-14,5970.9,2026-04-05T21:19:00.324232,2026-04-05T21:19:00.324232
PL000010308,Norwegian,Norwegian Fjords,Europe,Balcony,2025-06-14,4687.65,2026-04-05T21:19:00.324234,2026-04-05T21:19:00.324234
PL000010309,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-06-14,5687.57,2026-04-05T21:19:00.324236,2026-04-05T21:19:00.324236
PL000010310,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-06-14,3759.33,2026-04-05T21:19:00.324237,2026-04-05T21:19:00.324238
PL000010311,Norwegian,Norwegian Fjords,Europe,Inside,2025-06-21,3775.79,2026-04-05T21:19:00.324240,2026-04-05T21:19:00.324240
PL000010312,Norwegian,Norwegian Fjords,Europe,Oceanview,2025-06-21,2610.94,2026-04-05T21:19:00.324242,2026-04-05T21:19:00.324242
PL000010313,Norwegian,Norwegian Fjords,Europe,Balcony,2025-06-21,2203.3,2026-04-05T21:19:00.324243,2026-04-05T21:19:00.324244
PL000010314,Norwegian,Norwegian Fjords,Europe,Mini-Suite,2025-06-21,2809.23,2026-04-05T21:19:00.324245,2026-04-05T21:19:00.324246
PL000010315,Norwegian,Norwegian Fjords,Europe,Haven Suite,2025-06-21,1794.94,2026-04-05T21:19:00.324247,2026-04-05T21:19:00.324248
PL000010316,Norwegian,Norwegian Fjords,Europe,Inside,2025-06-28,5271.26,2026-04-05T21:19:00.324249,2026-04-05T21:19:00.324250
