dining,spa,excursions,beverage,casino,retail,booking_id,guest_id,brand,sail_date,total_onboard_spend_usd,_fivetran_synced
299.14,453.57,1433.33,348.91,135.57,55.62,BK0017602,G0016235,Oceania,2025-04-29,2726.14,2026-04-05T21:18:59.626781
491.94,67.25,1491.77,762.45,65.11,340.85,BK0017603,G0001495,Norwegian,2024-04-23,3219.37,2026-04-05T21:18:59.626798
328.97,324.79,1065.92,574.34,701.64,10.87,BK0017606,G0016172,Norwegian,2022-09-03,3006.53,2026-04-05T21:18:59.626815
0.0,1540.87,3108.32,0.0,517.54,1438.51,BK0017607,G0001903,Regent,2023-03-25,6605.24,2026-04-05T21:18:59.626831
333.38,605.66,1344.11,1239.79,1569.22,176.31,BK0017609,G0018504,Norwegian,2022-01-23,5268.47,2026-04-05T21:18:59.626850
203.35,206.41,755.11,251.14,295.37,188.76,BK0017611,G0016479,Norwegian,2023-10-22,1900.14,2026-04-05T21:18:59.626868
74.18,421.11,2291.45,224.99,51.51,509.98,BK0017612,G0017865,Oceania,2025-01-16,3573.22,2026-04-05T21:18:59.626886
207.47,45.82,469.23,604.71,453.16,335.24,BK0017613,G0019589,Norwegian,2024-11-14,2115.63,2026-04-05T21:18:59.626904
149.61,56.03,425.29,513.76,87.41,195.91,BK0017614,G0011396,Norwegian,2023-01-25,1428.01,2026-04-05T21:18:59.626922
93.37,386.05,1234.73,103.06,443.45,48.81,BK0017616,G0007282,Norwegian,2023-07-19,2309.47,2026-04-05T21:18:59.626940
973.29,32.94,698.25,75.19,1970.95,700.47,BK0017617,G0015908,Norwegian,2022-02-21,4451.09,2026-04-05T21:18:59.626958
290.96,182.83,437.93,832.35,1152.41,412.4,BK0017618,G0000911,Norwegian,2023-04-13,3308.88,2026-04-05T21:18:59.626977
319.07,437.18,1176.4,258.19,20.03,1029.04,BK0017619,G0017643,Oceania,2023-04-11,3239.91,2026-04-05T21:18:59.626995
38.9,357.56,1195.36,232.34,183.66,665.0,BK0017621,G0012525,Oceania,2023-03-01,2672.82,2026-04-05T21:18:59.627013
124.93,476.48,1144.73,593.21,134.96,165.41,BK0017622,G0005564,Norwegian,2023-11-20,2639.72,2026-04-05T21:18:59.627031
139.92,69.09,7.06,225.47,183.25,139.36,BK0017623,G0018625,Norwegian,2025-11-21,764.15,2026-04-05T21:18:59.627049
125.63,65.34,973.12,722.05,949.59,219.88,BK0017624,G0006978,Norwegian,2024-04-04,3055.61,2026-04-05T21:18:59.627068
0.0,542.43,2569.02,0.0,249.57,73.83,BK0017625,G0011833,Regent,2023-02-07,3434.85,2026-04-05T21:18:59.627086
79.42,614.88,1124.44,135.3,53.28,76.84,BK0017626,G0007981,Oceania,2025-03-01,2084.16,2026-04-05T21:18:59.627104
214.22,690.07,4080.39,299.64,72.75,877.48,BK0017627,G0019699,Oceania,2024-11-25,6234.55,2026-04-05T21:18:59.627122
297.0,82.12,6.89,282.33,81.64,52.53,BK0017628,G0012570,Norwegian,2023-08-29,802.51,2026-04-05T21:18:59.627140
30.34,478.62,1249.17,263.98,86.07,311.71,BK0017630,G0014811,Norwegian,2024-05-23,2419.89,2026-04-05T21:18:59.627158
400.32,219.91,1082.59,646.33,201.14,92.35,BK0017631,G0002671,Norwegian,2022-09-16,2642.64,2026-04-05T21:18:59.627176
230.43,139.58,917.47,265.73,788.99,378.75,BK0017633,G0004327,Norwegian,2024-06-25,2720.95,2026-04-05T21:18:59.627194
719.76,673.53,1477.27,822.55,13.58,341.77,BK0017634,G0000052,Norwegian,2023-10-28,4048.46,2026-04-05T21:18:59.627212
30.05,244.85,601.61,57.97,16.84,75.83,BK0017636,G0011977,Oceania,2024-10-14,1027.15,2026-04-05T21:18:59.627229
280.13,138.72,512.39,361.51,472.86,50.67,BK0017638,G0007337,Norwegian,2022-02-07,1816.28,2026-04-05T21:18:59.627245
0.0,736.94,3543.62,0.0,58.92,811.68,BK0017639,G0016039,Regent,2022-11-06,5151.16,2026-04-05T21:18:59.627261
190.75,1044.07,3597.75,146.63,147.05,289.2,BK0017640,G0015596,Oceania,2025-08-12,5415.45,2026-04-05T21:18:59.627278
291.14,86.08,306.22,715.75,438.14,282.17,BK0017641,G0000253,Norwegian,2022-01-03,2119.5,2026-04-05T21:18:59.627294
0.0,745.91,3956.33,0.0,101.84,103.2,BK0017642,G0013714,Regent,2023-06-03,4907.28,2026-04-05T21:18:59.627310
477.71,262.78,42.03,531.44,72.48,295.54,BK0017643,G0017249,Norwegian,2025-02-23,1681.98,2026-04-05T21:18:59.627327
722.65,609.47,2068.49,139.21,849.11,57.89,BK0017644,G0018018,Norwegian,2022-04-12,4446.82,2026-04-05T21:18:59.627344
163.2,267.57,1265.52,146.8,106.38,304.02,BK0017645,G0011767,Oceania,2023-11-28,2253.49,2026-04-05T21:18:59.627363
238.64,24.05,188.92,392.61,755.19,351.44,BK0017646,G0004656,Norwegian,2023-07-19,1950.85,2026-04-05T21:18:59.627381
281.0,54.71,84.49,28.83,360.54,1.21,BK0017647,G0015948,Norwegian,2022-05-18,810.78,2026-04-05T21:18:59.627399
168.69,261.29,1268.7,216.01,172.73,254.76,BK0017649,G0011246,Norwegian,2023-07-15,2342.18,2026-04-05T21:18:59.627417
756.56,364.28,1702.52,94.82,567.36,280.35,BK0017650,G0007967,Norwegian,2024-03-01,3765.89,2026-04-05T21:18:59.627439
190.61,341.04,1241.66,380.05,62.81,608.39,BK0017651,G0019542,Oceania,2024-04-08,2824.56,2026-04-05T21:18:59.627458
549.5,484.18,20.81,562.6,1347.94,154.27,BK0017653,G0006676,Norwegian,2022-05-08,3119.3,2026-04-05T21:18:59.627476
318.92,332.14,589.42,120.81,122.7,380.14,BK0017654,G0007321,Norwegian,2023-08-09,1864.13,2026-04-05T21:18:59.627494
412.62,48.11,494.88,668.55,104.52,114.93,BK0017655,G0011408,Norwegian,2024-04-12,1843.61,2026-04-05T21:18:59.627512
124.25,643.62,173.88,30.91,6.83,77.41,BK0017656,G0001567,Oceania,2023-02-06,1056.9,2026-04-05T21:18:59.627530
0.0,1289.53,5304.51,0.0,14.47,1146.06,BK0017658,G0017602,Regent,2022-07-20,7754.57,2026-04-05T21:18:59.627549
840.29,416.94,1162.21,1039.58,1061.19,16.19,BK0017659,G0003757,Norwegian,2022-07-19,4536.4,2026-04-05T21:18:59.627573
188.98,154.81,1873.86,327.94,11.47,253.07,BK0017660,G0004293,Oceania,2025-09-01,2810.13,2026-04-05T21:18:59.627591
450.38,472.58,355.19,537.23,14.6,383.69,BK0017661,G0010811,Norwegian,2025-12-18,2213.67,2026-04-05T21:18:59.627610
0.0,380.22,137.71,0.0,30.56,22.32,BK0017662,G0013948,Regent,2023-07-15,570.81,2026-04-05T21:18:59.627628
410.95,241.7,1239.87,477.5,198.82,50.73,BK0017663,G0015600,Norwegian,2022-08-21,2619.57,2026-04-05T21:18:59.627646
3.89,171.68,1098.1,16.65,80.17,34.24,BK0017664,G0003049,Oceania,2024-10-19,1404.73,2026-04-05T21:18:59.627664
74.05,101.38,224.87,236.22,156.01,118.18,BK0017665,G0002163,Norwegian,2022-04-20,910.71,2026-04-05T21:18:59.627682
198.4,260.48,1336.37,584.02,956.45,263.54,BK0017666,G0017672,Norwegian,2024-09-24,3599.26,2026-04-05T21:18:59.627701
598.87,161.83,775.16,101.6,292.39,356.39,BK0017667,G0002045,Norwegian,2024-03-31,2286.24,2026-04-05T21:18:59.627718
247.65,212.37,1412.61,229.29,147.36,968.76,BK0017668,G0006180,Oceania,2025-11-19,3218.04,2026-04-05T21:18:59.627734
25.57,557.73,28.11,277.01,11.77,361.49,BK0017669,G0019625,Oceania,2025-06-06,1261.68,2026-04-05T21:18:59.627751
540.53,10.83,555.59,120.69,777.68,67.36,BK0017670,G0005822,Norwegian,2025-09-11,2072.68,2026-04-05T21:18:59.627767
27.25,13.63,1252.24,744.37,744.14,386.22,BK0017672,G0017088,Norwegian,2023-04-21,3167.85,2026-04-05T21:18:59.627783
145.82,134.02,820.83,199.74,29.76,203.04,BK0017673,G0002032,Oceania,2025-07-02,1533.21,2026-04-05T21:18:59.627800
588.12,99.66,260.14,520.26,200.39,54.98,BK0017674,G0010296,Norwegian,2024-12-14,1723.55,2026-04-05T21:18:59.627816
509.6,471.24,260.91,4.4,458.82,197.63,BK0017675,G0003059,Norwegian,2023-10-03,1902.6,2026-04-05T21:18:59.627833
237.76,103.44,643.92,332.36,163.79,43.52,BK0017676,G0010302,Norwegian,2025-10-11,1524.79,2026-04-05T21:18:59.627851
542.34,59.51,1322.43,680.64,59.34,294.08,BK0017679,G0000183,Norwegian,2024-06-13,2958.34,2026-04-05T21:18:59.627869
409.55,173.07,701.52,547.71,354.29,210.35,BK0017680,G0007781,Norwegian,2025-10-16,2396.49,2026-04-05T21:18:59.627887
234.49,274.25,1915.24,469.26,261.07,189.51,BK0017682,G0011988,Norwegian,2025-10-29,3343.82,2026-04-05T21:18:59.627906
8.59,111.6,722.02,193.98,85.89,40.51,BK0017683,G0006498,Norwegian,2025-04-04,1162.59,2026-04-05T21:18:59.627924
854.25,684.32,1931.09,779.25,1424.02,150.02,BK0017684,G0001779,Norwegian,2025-03-17,5822.95,2026-04-05T21:18:59.627942
33.27,241.83,999.54,512.23,340.87,310.59,BK0017685,G0011766,Norwegian,2025-02-19,2438.33,2026-04-05T21:18:59.627960
747.92,297.11,3191.33,1081.54,805.98,455.98,BK0017686,G0018598,Norwegian,2023-03-17,6579.86,2026-04-05T21:18:59.627978
136.53,687.57,858.53,108.73,48.56,258.6,BK0017688,G0002872,Oceania,2024-09-01,2098.52,2026-04-05T21:18:59.627997
547.37,172.45,1580.27,1134.39,185.43,267.66,BK0017689,G0003548,Norwegian,2025-08-03,3887.57,2026-04-05T21:18:59.628015
34.29,421.48,747.97,99.63,996.39,352.19,BK0017690,G0016575,Norwegian,2022-11-29,2651.95,2026-04-05T21:18:59.628033
0.0,24.4,1522.75,0.0,113.68,277.42,BK0017691,G0009438,Regent,2022-05-29,1938.25,2026-04-05T21:18:59.628051
527.48,262.17,213.72,71.78,342.67,164.24,BK0017692,G0001493,Norwegian,2023-01-15,1582.06,2026-04-05T21:18:59.628069
76.85,214.68,564.75,244.82,50.86,133.0,BK0017693,G0002288,Norwegian,2024-03-13,1284.96,2026-04-05T21:18:59.628087
391.88,138.81,174.66,451.23,551.05,138.75,BK0017694,G0015015,Norwegian,2022-11-15,1846.38,2026-04-05T21:18:59.628105
118.72,81.33,108.78,156.0,54.69,158.04,BK0017695,G0017787,Oceania,2024-05-19,677.56,2026-04-05T21:18:59.628123
116.68,114.34,24.87,126.73,339.0,128.13,BK0017696,G0000199,Norwegian,2025-12-08,849.75,2026-04-05T21:18:59.628142
100.73,116.78,1569.96,58.14,735.35,365.42,BK0017697,G0003748,Norwegian,2023-02-02,2946.38,2026-04-05T21:18:59.628164
0.0,705.39,4036.59,0.0,238.4,224.25,BK0017698,G0012618,Regent,2025-10-12,5204.63,2026-04-05T21:18:59.628183
239.07,122.54,598.41,109.35,244.34,380.78,BK0017699,G0016681,Norwegian,2025-12-14,1694.49,2026-04-05T21:18:59.628201
553.96,194.26,1531.56,182.35,780.26,207.6,BK0017701,G0011156,Norwegian,2025-05-03,3449.99,2026-04-05T21:18:59.628218
30.69,201.85,1418.77,388.09,796.42,272.92,BK0017702,G0008306,Norwegian,2025-12-14,3108.74,2026-04-05T21:18:59.628234
0.0,1267.92,4977.18,0.0,539.18,1054.64,BK0017703,G0012724,Regent,2022-09-10,7838.92,2026-04-05T21:18:59.628251
116.16,60.01,573.47,459.75,877.69,105.55,BK0017705,G0001480,Norwegian,2024-07-12,2192.63,2026-04-05T21:18:59.628267
0.0,508.54,878.33,0.0,306.38,564.22,BK0017706,G0018629,Regent,2022-11-20,2257.47,2026-04-05T21:18:59.628284
372.17,11.77,1193.45,617.48,596.49,74.19,BK0017707,G0017293,Norwegian,2025-07-05,2865.55,2026-04-05T21:18:59.628300
424.74,348.63,940.08,222.62,56.92,375.56,BK0017708,G0010044,Norwegian,2024-06-30,2368.55,2026-04-05T21:18:59.628317
28.81,434.52,1216.28,35.65,53.51,466.84,BK0017709,G0002189,Oceania,2024-10-13,2235.61,2026-04-05T21:18:59.628333
100.51,106.59,85.21,406.01,561.56,302.67,BK0017710,G0005211,Norwegian,2023-08-31,1562.55,2026-04-05T21:18:59.628351
85.64,474.64,1662.15,337.17,183.81,490.18,BK0017711,G0011958,Oceania,2023-08-26,3233.59,2026-04-05T21:18:59.628369
0.0,187.1,3567.9,0.0,85.85,462.58,BK0017712,G0015567,Regent,2023-09-10,4303.43,2026-04-05T21:18:59.628387
169.16,91.62,463.21,186.45,125.35,185.21,BK0017714,G0018098,Norwegian,2023-12-04,1221.0,2026-04-05T21:18:59.628406
481.88,24.1,864.28,290.22,234.33,62.4,BK0017715,G0006520,Norwegian,2022-11-10,1957.21,2026-04-05T21:18:59.628424
80.44,126.48,617.65,92.24,222.93,6.43,BK0017716,G0016240,Norwegian,2022-12-23,1146.17,2026-04-05T21:18:59.628442
0.0,24.85,3514.51,0.0,369.99,926.44,BK0017717,G0010664,Regent,2024-05-31,4835.79,2026-04-05T21:18:59.628460
323.85,347.99,912.3,157.45,651.39,282.65,BK0017718,G0012924,Norwegian,2025-07-29,2675.63,2026-04-05T21:18:59.628478
311.99,97.8,1500.89,415.21,868.75,251.64,BK0017719,G0006682,Norwegian,2022-06-18,3446.28,2026-04-05T21:18:59.628496
41.19,55.47,1692.42,390.66,93.04,178.97,BK0017720,G0016428,Oceania,2025-06-23,2451.75,2026-04-05T21:18:59.628514
219.43,34.91,1988.54,271.23,1348.0,161.33,BK0017721,G0012521,Norwegian,2025-03-27,4023.44,2026-04-05T21:18:59.628532
91.43,215.19,543.63,25.74,104.59,156.08,BK0017722,G0000540,Norwegian,2023-07-02,1136.66,2026-04-05T21:18:59.628551
868.5,293.44,1206.51,575.61,761.01,119.83,BK0017723,G0018042,Norwegian,2023-04-09,3824.9,2026-04-05T21:18:59.628569
338.77,122.75,7.11,763.78,70.92,251.61,BK0017724,G0016837,Norwegian,2022-12-03,1554.94,2026-04-05T21:18:59.628587
511.62,8.68,1469.72,752.73,919.56,145.39,BK0017725,G0013411,Norwegian,2023-03-24,3807.7,2026-04-05T21:18:59.628605
53.17,265.3,2396.86,1099.06,798.76,324.13,BK0017726,G0010739,Norwegian,2024-07-05,4937.28,2026-04-05T21:18:59.628623
0.0,47.96,673.26,0.0,185.91,332.13,BK0017727,G0017210,Regent,2023-04-16,1239.26,2026-04-05T21:18:59.628641
514.06,345.76,1385.0,549.5,30.32,314.2,BK0017728,G0014567,Norwegian,2023-08-02,3138.84,2026-04-05T21:18:59.628659
345.74,492.19,1181.76,108.62,318.55,272.67,BK0017729,G0013767,Norwegian,2023-11-15,2719.53,2026-04-05T21:18:59.628677
322.28,448.57,1165.5,16.41,404.86,193.22,BK0017730,G0017562,Norwegian,2022-02-05,2550.84,2026-04-05T21:18:59.628696
78.42,180.87,208.15,105.36,66.67,144.03,BK0017731,G0008456,Oceania,2025-05-05,783.5,2026-04-05T21:18:59.628714
0.0,974.09,2598.76,0.0,55.34,131.67,BK0017732,G0016903,Regent,2023-07-07,3759.86,2026-04-05T21:18:59.628730
0.0,322.72,233.43,0.0,58.73,232.58,BK0017733,G0009353,Regent,2022-06-10,847.46,2026-04-05T21:18:59.628747
344.25,192.36,1392.04,596.04,551.57,184.41,BK0017734,G0009021,Norwegian,2023-10-22,3260.67,2026-04-05T21:18:59.628763
369.23,419.93,1492.47,82.34,840.99,187.99,BK0017735,G0013015,Norwegian,2025-06-25,3392.95,2026-04-05T21:18:59.628780
0.0,1647.49,1325.34,0.0,254.14,969.43,BK0017736,G0009667,Regent,2023-08-05,4196.4,2026-04-05T21:18:59.628796
508.44,399.84,312.13,503.48,93.88,135.58,BK0017737,G0002830,Norwegian,2024-12-29,1953.35,2026-04-05T21:18:59.628812
548.55,189.31,587.0,949.4,1373.47,426.0,BK0017738,G0019451,Norwegian,2023-04-12,4073.73,2026-04-05T21:18:59.628829
117.44,362.96,2363.4,264.92,105.72,560.14,BK0017739,G0010117,Oceania,2024-05-13,3774.58,2026-04-05T21:18:59.628847
145.33,452.51,836.19,830.14,934.57,94.97,BK0017740,G0013751,Norwegian,2023-04-02,3293.71,2026-04-05T21:18:59.628871
200.09,326.67,453.37,355.56,145.86,212.66,BK0017741,G0001890,Oceania,2023-09-07,1694.21,2026-04-05T21:18:59.628889
429.13,184.97,556.53,615.06,311.86,334.2,BK0017742,G0002589,Norwegian,2025-07-17,2431.75,2026-04-05T21:18:59.628908
534.21,555.73,3688.04,520.98,399.09,1396.25,BK0017743,G0011158,Oceania,2023-07-27,7094.3,2026-04-05T21:18:59.628926
0.0,343.23,114.66,0.0,313.02,299.95,BK0017744,G0013101,Regent,2024-05-08,1070.86,2026-04-05T21:18:59.628944
324.77,167.42,872.48,272.18,656.94,169.01,BK0017745,G0003946,Norwegian,2025-06-18,2462.8,2026-04-05T21:18:59.628962
658.06,766.18,2539.42,1346.63,693.82,120.72,BK0017747,G0018297,Norwegian,2023-12-18,6124.83,2026-04-05T21:18:59.628980
120.1,11.82,404.79,338.94,324.7,156.91,BK0017748,G0008591,Norwegian,2022-06-26,1357.26,2026-04-05T21:18:59.628999
599.36,239.78,1568.18,513.2,466.42,397.85,BK0017749,G0007394,Norwegian,2022-12-29,3784.79,2026-04-05T21:18:59.629017
189.0,196.04,302.42,130.88,95.96,134.02,BK0017750,G0007784,Norwegian,2022-10-03,1048.32,2026-04-05T21:18:59.629035
229.82,20.73,1434.44,724.17,846.86,8.27,BK0017752,G0003034,Norwegian,2024-06-21,3264.29,2026-04-05T21:18:59.629053
0.0,269.85,3225.69,0.0,281.9,327.74,BK0017754,G0011309,Regent,2025-10-28,4105.18,2026-04-05T21:18:59.629071
200.03,204.57,704.56,97.35,51.83,145.79,BK0017755,G0015487,Oceania,2022-01-30,1404.13,2026-04-05T21:18:59.629089
200.15,362.59,920.98,608.18,514.85,117.94,BK0017756,G0014981,Norwegian,2023-06-14,2724.69,2026-04-05T21:18:59.629108
521.4,541.23,2170.12,100.49,510.33,31.22,BK0017757,G0017653,Norwegian,2023-06-15,3874.79,2026-04-05T21:18:59.629126
220.98,735.38,199.51,3.52,794.52,357.98,BK0017758,G0010164,Norwegian,2025-05-04,2311.89,2026-04-05T21:18:59.629144
1045.35,290.01,361.29,1445.82,1135.66,615.52,BK0017760,G0000107,Norwegian,2022-05-12,4893.65,2026-04-05T21:18:59.629162
144.15,857.55,1817.99,285.37,405.75,784.64,BK0017761,G0012897,Norwegian,2025-12-04,4295.45,2026-04-05T21:18:59.629180
256.92,365.75,2108.58,176.09,176.42,298.9,BK0017762,G0008628,Oceania,2023-03-03,3382.66,2026-04-05T21:18:59.629198
311.33,359.27,92.6,222.3,345.78,289.11,BK0017763,G0004085,Norwegian,2022-07-14,1620.39,2026-04-05T21:18:59.629215
107.72,189.04,1527.89,737.4,214.34,252.1,BK0017764,G0010911,Norwegian,2023-02-22,3028.49,2026-04-05T21:18:59.629232
0.0,166.33,2609.73,0.0,134.68,600.09,BK0017765,G0014657,Regent,2023-05-12,3510.83,2026-04-05T21:18:59.629248
294.56,662.92,836.79,12.78,22.13,62.11,BK0017766,G0005444,Oceania,2025-04-30,1891.29,2026-04-05T21:18:59.629265
76.82,27.26,752.05,76.41,52.66,210.9,BK0017767,G0002273,Oceania,2025-04-22,1196.1,2026-04-05T21:18:59.629281
49.0,445.55,1942.77,201.11,20.48,24.33,BK0017768,G0007836,Oceania,2023-04-10,2683.24,2026-04-05T21:18:59.629298
133.41,69.29,533.29,134.87,45.7,119.75,BK0017769,G0016195,Oceania,2025-04-22,1036.31,2026-04-05T21:18:59.629314
3.44,60.41,198.43,114.73,430.71,37.71,BK0017770,G0005511,Norwegian,2025-07-10,845.43,2026-04-05T21:18:59.629331
896.45,915.83,793.8,331.62,278.62,749.06,BK0017771,G0005273,Norwegian,2023-02-25,3965.38,2026-04-05T21:18:59.629349
73.36,40.24,271.65,337.01,475.46,74.43,BK0017772,G0006457,Norwegian,2023-03-08,1272.15,2026-04-05T21:18:59.629367
309.37,1298.54,2338.14,412.06,132.29,602.47,BK0017773,G0009379,Oceania,2024-03-30,5092.87,2026-04-05T21:18:59.629385
881.56,692.98,2141.27,1531.6,1790.79,19.53,BK0017774,G0005065,Norwegian,2023-09-24,7057.73,2026-04-05T21:18:59.629403
463.54,142.32,1502.34,565.74,467.17,340.91,BK0017775,G0017505,Norwegian,2025-01-04,3482.02,2026-04-05T21:18:59.629421
144.39,176.4,1367.82,695.55,320.55,207.81,BK0017776,G0017386,Norwegian,2022-02-09,2912.52,2026-04-05T21:18:59.629439
0.0,717.53,1601.33,0.0,379.98,65.71,BK0017777,G0002369,Regent,2023-06-03,2764.55,2026-04-05T21:18:59.629457
0.0,1063.87,2317.83,0.0,369.93,339.04,BK0017778,G0014449,Regent,2022-12-20,4090.67,2026-04-05T21:18:59.629475
176.74,444.48,1319.32,75.2,721.69,12.67,BK0017779,G0017725,Norwegian,2023-11-26,2750.1,2026-04-05T21:18:59.629493
292.58,255.12,364.55,360.67,609.19,63.99,BK0017780,G0016709,Norwegian,2023-11-28,1946.1,2026-04-05T21:18:59.629511
437.21,365.38,207.64,361.94,165.03,115.57,BK0017781,G0014666,Norwegian,2025-04-08,1652.77,2026-04-05T21:18:59.629529
462.65,458.89,1187.93,139.47,747.35,11.47,BK0017782,G0015240,Norwegian,2024-03-19,3007.76,2026-04-05T21:18:59.629548
245.88,239.19,1330.33,335.81,585.0,71.09,BK0017783,G0008905,Norwegian,2022-08-20,2807.3,2026-04-05T21:18:59.629566
0.0,741.21,64.45,0.0,261.28,188.61,BK0017784,G0017639,Regent,2023-06-05,1255.55,2026-04-05T21:18:59.629590
37.19,108.14,822.99,424.55,816.5,351.96,BK0017785,G0015948,Norwegian,2023-09-22,2561.33,2026-04-05T21:18:59.629609
0.0,2099.35,6893.59,0.0,267.97,529.66,BK0017786,G0012146,Regent,2022-08-26,9790.57,2026-04-05T21:18:59.629627
549.33,142.13,1640.08,225.71,1360.05,106.54,BK0017788,G0016249,Norwegian,2025-04-06,4023.84,2026-04-05T21:18:59.629645
138.62,602.55,84.97,438.65,124.62,174.78,BK0017789,G0016239,Oceania,2022-08-06,1564.19,2026-04-05T21:18:59.629663
557.06,410.32,508.05,116.81,317.86,112.17,BK0017790,G0006926,Norwegian,2023-09-27,2022.27,2026-04-05T21:18:59.629681
88.58,103.12,1531.11,695.76,440.77,34.23,BK0017791,G0012705,Norwegian,2025-02-22,2893.57,2026-04-05T21:18:59.629700
572.98,181.77,1244.03,399.94,929.68,109.73,BK0017792,G0009628,Norwegian,2025-12-09,3438.13,2026-04-05T21:18:59.629717
140.88,240.16,966.46,788.46,493.19,84.08,BK0017793,G0004773,Norwegian,2022-03-26,2713.23,2026-04-05T21:18:59.629733
0.0,54.21,95.48,0.0,177.06,13.97,BK0017794,G0010717,Regent,2023-12-24,340.72,2026-04-05T21:18:59.629750
145.35,613.12,911.99,133.64,126.05,170.43,BK0017796,G0016168,Oceania,2024-01-20,2100.58,2026-04-05T21:18:59.629766
416.06,13.46,693.53,784.05,853.21,271.56,BK0017798,G0015367,Norwegian,2024-06-10,3031.87,2026-04-05T21:18:59.629783
171.73,387.64,1508.81,608.7,101.34,381.69,BK0017799,G0009540,Norwegian,2025-05-21,3159.91,2026-04-05T21:18:59.629799
85.63,186.27,1057.25,603.75,447.47,19.22,BK0017801,G0019578,Norwegian,2024-12-19,2399.59,2026-04-05T21:18:59.629815
222.79,39.66,520.08,275.67,314.88,46.18,BK0017802,G0015896,Norwegian,2024-03-19,1419.26,2026-04-05T21:18:59.629832
547.68,733.15,2402.47,1482.14,541.23,172.29,BK0017803,G0003373,Norwegian,2023-01-01,5878.96,2026-04-05T21:18:59.629850
57.7,60.09,732.82,77.06,86.85,239.66,BK0017804,G0012476,Oceania,2022-03-13,1254.18,2026-04-05T21:18:59.629868
0.0,82.81,901.55,0.0,85.8,373.68,BK0017805,G0000639,Regent,2023-08-12,1443.84,2026-04-05T21:18:59.629886
583.78,362.62,445.39,725.17,89.16,362.23,BK0017806,G0014082,Norwegian,2023-09-16,2568.35,2026-04-05T21:18:59.629904
0.0,654.62,3880.42,0.0,102.54,184.91,BK0017807,G0015708,Regent,2025-11-16,4822.49,2026-04-05T21:18:59.629922
731.84,226.26,259.48,649.67,601.46,414.62,BK0017808,G0010322,Norwegian,2023-10-21,2883.33,2026-04-05T21:18:59.629940
102.92,610.78,183.14,67.11,195.45,50.06,BK0017809,G0015421,Oceania,2022-09-24,1209.46,2026-04-05T21:18:59.629958
471.35,43.8,16.04,15.88,1466.78,117.02,BK0017810,G0014348,Norwegian,2022-12-08,2130.87,2026-04-05T21:18:59.629977
558.47,391.55,97.25,691.36,143.16,7.46,BK0017811,G0006947,Norwegian,2024-07-17,1889.25,2026-04-05T21:18:59.629995
204.38,671.38,1849.02,117.52,46.69,213.32,BK0017813,G0018496,Oceania,2024-12-16,3102.31,2026-04-05T21:18:59.630013
119.27,638.42,2931.9,296.2,201.73,984.81,BK0017814,G0016207,Oceania,2024-05-31,5172.33,2026-04-05T21:18:59.630031
0.0,569.89,976.66,0.0,126.02,288.69,BK0017815,G0016067,Regent,2022-04-09,1961.26,2026-04-05T21:18:59.630049
14.18,260.31,259.75,157.02,73.79,239.55,BK0017816,G0019422,Oceania,2025-11-18,1004.6,2026-04-05T21:18:59.630067
3.18,100.01,1598.91,73.44,26.65,291.59,BK0017817,G0018910,Oceania,2024-07-28,2093.78,2026-04-05T21:18:59.630085
135.68,260.05,561.28,344.47,1181.29,489.16,BK0017818,G0011964,Norwegian,2024-03-25,2971.93,2026-04-05T21:18:59.630103
0.0,1699.2,5961.82,0.0,283.12,477.74,BK0017819,G0015166,Regent,2025-02-12,8421.88,2026-04-05T21:18:59.630122
764.41,655.48,294.75,1260.15,1986.4,318.55,BK0017820,G0019983,Norwegian,2024-11-27,5279.74,2026-04-05T21:18:59.630140
578.18,392.32,2179.66,697.22,890.71,554.23,BK0017821,G0014623,Norwegian,2024-08-05,5292.32,2026-04-05T21:18:59.630158
0.0,2288.15,3498.15,0.0,700.74,1899.61,BK0017822,G0011164,Regent,2022-06-08,8386.65,2026-04-05T21:18:59.630179
219.01,766.94,1869.16,199.35,136.47,425.5,BK0017823,G0009598,Oceania,2023-07-06,3616.43,2026-04-05T21:18:59.630197
168.83,67.6,998.82,161.76,181.54,280.71,BK0017824,G0006338,Norwegian,2025-12-06,1859.26,2026-04-05T21:18:59.630215
257.52,207.75,14.79,47.75,233.92,173.2,BK0017825,G0018166,Norwegian,2023-01-17,934.93,2026-04-05T21:18:59.630231
298.56,451.98,659.08,406.85,578.25,114.89,BK0017826,G0009273,Norwegian,2022-05-27,2509.61,2026-04-05T21:18:59.630248
0.0,647.96,350.29,0.0,342.03,822.87,BK0017827,G0005274,Regent,2025-12-31,2163.15,2026-04-05T21:18:59.630264
0.0,814.38,3666.98,0.0,340.53,864.31,BK0017829,G0001658,Regent,2025-06-21,5686.2,2026-04-05T21:18:59.630281
63.68,448.42,1325.37,745.9,92.33,57.07,BK0017830,G0016761,Norwegian,2022-08-23,2732.77,2026-04-05T21:18:59.630302
498.41,178.04,632.86,550.76,231.47,187.88,BK0017831,G0003740,Norwegian,2022-11-25,2279.42,2026-04-05T21:18:59.630319
0.0,166.48,2426.77,0.0,65.13,594.25,BK0017832,G0014452,Regent,2025-03-12,3252.63,2026-04-05T21:18:59.630335
119.09,327.72,577.0,97.21,25.02,79.53,BK0017833,G0005682,Oceania,2024-10-26,1225.57,2026-04-05T21:18:59.630351
