booking_id,guest_id,brand,ship_name,itinerary_name,region,nights,cabin_category,num_guests,booking_date,sail_date,booking_window_days,cabin_price_usd,total_revenue_usd,booking_channel,is_cancelled,cancellation_date,cancellation_reason,loyalty_tier,_fivetran_synced
BK0030592,G0005508,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Mini-Suite,2,2023-07-19,2023-07-28,9,3521.78,7209.13,Direct Web,False,,,None,2026-04-05T21:18:37.626823
BK0030593,G0004924,Norwegian,Norwegian Bliss,Bermuda Getaway,Bermuda,5,Haven Suite,2,2022-02-18,2022-04-25,66,1125.62,2387.8,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.626828
BK0030594,G0013918,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Mini-Suite,2,2024-01-27,2024-04-28,92,665.81,1320.44,Travel Agent,False,,,None,2026-04-05T21:18:37.626832
BK0030595,G0015382,Oceania,Riviera,Bermuda Getaway,Bermuda,5,Penthouse,2,2023-07-14,2024-02-11,212,10851.43,22533.18,Direct Web,False,,,Platinum,2026-04-05T21:18:37.626837
BK0030596,G0001099,Norwegian,Norwegian Joy,Bermuda Getaway,Bermuda,5,Balcony,2,2023-02-28,2023-08-06,159,1350.71,2966.5,Group,True,2023-07-16,Price,Platinum,2026-04-05T21:18:37.626842
BK0030597,G0010438,Regent,Seven Seas Mariner,Asia Discovery,Asia,14,Master Suite,2,2023-04-25,2023-08-15,112,6674.99,13500.12,OTA,False,,,Latitudes,2026-04-05T21:18:37.626846
BK0030598,G0012234,Norwegian,Norwegian Escape,Caribbean Classic,Caribbean,7,Oceanview,2,2025-03-02,2025-07-12,132,4117.97,8293.52,Direct Web,False,,,Platinum,2026-04-05T21:18:37.626851
BK0030599,G0002504,Norwegian,Norwegian Bliss,Hawaii Aloha,Hawaii,12,Oceanview,2,2021-08-24,2022-01-06,135,4421.52,8467.25,OTA,True,2021-10-06,Work,Gold,2026-04-05T21:18:37.626856
BK0030600,G0012950,Oceania,Riviera,Alaska Explorer,Alaska,7,Inside,2,2025-05-25,2025-08-12,79,11199.8,23706.52,Travel Agent,False,,,Gold,2026-04-05T21:18:37.626861
BK0030601,G0013341,Oceania,Allura,Alaska Explorer,Alaska,7,Veranda,1,2025-05-11,2025-11-17,190,7265.07,7758.07,Loyalty,False,,,None,2026-04-05T21:18:37.626865
BK0030602,G0005675,Oceania,Marina,Caribbean Classic,Caribbean,7,Penthouse,1,2022-09-09,2022-11-19,71,11104.09,11655.94,Loyalty,False,,,Gold,2026-04-05T21:18:37.626870
BK0030603,G0007808,Oceania,Riviera,Asia Discovery,Asia,14,Oceanview,1,2021-06-09,2022-01-09,214,3677.72,3535.21,Group,False,,,Latitudes,2026-04-05T21:18:37.626874
BK0030604,G0014706,Norwegian,Norwegian Getaway,Alaska Explorer,Alaska,7,Mini-Suite,2,2024-11-19,2024-12-13,24,763.69,1679.43,Travel Agent,False,,,None,2026-04-05T21:18:37.626878
BK0030605,G0002160,Norwegian,Norwegian Encore,Mediterranean Dreams,Mediterranean,10,Inside,4,2025-01-03,2025-09-25,265,3201.69,13360.71,Travel Agent,False,,,None,2026-04-05T21:18:37.626883
BK0030606,G0019393,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Haven Suite,2,2022-08-06,2022-12-30,146,2835.97,5736.06,Travel Agent,False,,,Gold,2026-04-05T21:18:37.626888
BK0030607,G0011068,Oceania,Marina,Panama Canal,Americas,14,Inside,3,2025-04-13,2025-11-10,211,9119.79,28327.13,Travel Agent,False,,,None,2026-04-05T21:18:37.626892
BK0030608,G0018028,Norwegian,Norwegian Joy,Asia Discovery,Asia,14,Inside,3,2025-02-14,2025-04-05,50,838.73,2614.48,Group,False,,,None,2026-04-05T21:18:37.626897
BK0030609,G0008006,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Haven Suite,2,2025-04-28,2025-09-25,150,630.58,1329.13,OTA,True,2025-05-29,Weather,Platinum,2026-04-05T21:18:37.626903
BK0030610,G0002542,Regent,Seven Seas Mariner,Caribbean Classic,Caribbean,7,Deluxe Suite,2,2021-07-05,2022-02-12,222,29274.78,55706.09,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.626907
BK0030611,G0005653,Norwegian,Norwegian Encore,Asia Discovery,Asia,14,Inside,2,2025-02-26,2025-07-10,134,983.74,2112.83,OTA,False,,,None,2026-04-05T21:18:37.626912
BK0030612,G0009868,Norwegian,Norwegian Getaway,Bermuda Getaway,Bermuda,5,Oceanview,1,2022-07-14,2023-01-10,180,1898.0,1911.57,Group,False,,,Gold,2026-04-05T21:18:37.626917
BK0030613,G0009491,Norwegian,Norwegian Joy,Bermuda Getaway,Bermuda,5,Oceanview,2,2023-12-18,2024-03-17,90,1757.97,3584.78,Direct Web,False,,,None,2026-04-05T21:18:37.626922
BK0030614,G0003596,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Mini-Suite,1,2023-02-11,2023-03-05,22,1943.71,2127.02,Travel Agent,False,,,Ambassador,2026-04-05T21:18:37.626926
BK0030615,G0002274,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Oceanview,2,2021-11-22,2022-03-03,101,3245.49,6928.28,Travel Agent,False,,,None,2026-04-05T21:18:37.626931
BK0030616,G0014407,Oceania,Marina,Mediterranean Dreams,Mediterranean,10,Concierge,2,2024-02-07,2024-08-08,183,10050.45,20173.6,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.626935
BK0030617,G0010093,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Mini-Suite,2,2025-04-13,2025-10-24,194,1794.68,3520.81,Direct Web,False,,,Ambassador,2026-04-05T21:18:37.626940
BK0030618,G0014064,Norwegian,Norwegian Joy,Asia Discovery,Asia,14,Haven Suite,4,2021-11-11,2022-04-15,155,1278.53,5186.1,Travel Agent,False,,,Gold,2026-04-05T21:18:37.626944
BK0030619,G0014876,Norwegian,Norwegian Escape,Caribbean Classic,Caribbean,7,Inside,2,2022-07-03,2022-11-12,132,4141.21,8837.07,OTA,False,,,None,2026-04-05T21:18:37.626949
BK0030620,G0005040,Oceania,Allura,Hawaii Aloha,Hawaii,12,Inside,3,2022-06-16,2022-07-31,45,10490.51,30238.05,Travel Agent,False,,,None,2026-04-05T21:18:37.626953
BK0030621,G0017572,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Mini-Suite,2,2022-11-17,2023-05-17,181,2044.83,4221.29,OTA,False,,,None,2026-04-05T21:18:37.626958
BK0030622,G0003538,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Mini-Suite,2,2024-10-24,2025-03-10,137,1936.35,3737.81,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.626962
BK0030623,G0018787,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Inside,2,2024-01-04,2024-06-13,161,2814.2,5654.53,Loyalty,False,,,Platinum,2026-04-05T21:18:37.626967
BK0030624,G0003877,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Haven Suite,3,2024-12-29,2025-04-13,105,1600.93,5156.71,Direct Web,False,,,None,2026-04-05T21:18:37.626971
BK0030625,G0000249,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Mini-Suite,2,2022-08-10,2022-12-19,131,959.2,1940.64,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.626976
BK0030626,G0006090,Regent,Seven Seas Explorer,Mediterranean Dreams,Mediterranean,10,Penthouse Suite,1,2023-06-11,2024-05-28,352,14567.28,15566.2,Loyalty,False,,,None,2026-04-05T21:18:37.626980
BK0030627,G0013614,Norwegian,Norwegian Encore,Alaska Explorer,Alaska,7,Oceanview,3,2023-10-23,2024-06-14,235,4778.46,15518.89,OTA,False,,,Platinum,2026-04-05T21:18:37.626985
BK0030628,G0016549,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Balcony,1,2022-05-27,2022-11-29,186,1464.97,1606.26,Travel Agent,False,,,None,2026-04-05T21:18:37.626989
BK0030629,G0002615,Norwegian,Norwegian Bliss,Alaska Explorer,Alaska,7,Oceanview,1,2024-07-03,2025-03-07,247,960.18,997.69,OTA,False,,,None,2026-04-05T21:18:37.626994
BK0030630,G0018468,Oceania,Riviera,Norwegian Fjords,Europe,9,Penthouse,2,2021-10-27,2022-08-30,307,3153.97,6606.9,OTA,True,2022-03-28,Price,Latitudes,2026-04-05T21:18:37.626999
BK0030631,G0003995,Norwegian,Norwegian Encore,Hawaii Aloha,Hawaii,12,Balcony,2,2021-05-23,2022-01-05,227,3506.55,6839.44,Group,False,,,Latitudes,2026-04-05T21:18:37.627004
BK0030632,G0019816,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Balcony,3,2022-07-30,2022-09-05,37,1694.31,5181.52,Direct Web,False,,,None,2026-04-05T21:18:37.627008
BK0030633,G0017713,Norwegian,Norwegian Joy,Mediterranean Dreams,Mediterranean,10,Haven Suite,2,2024-12-14,2025-03-21,97,4217.77,8965.87,Loyalty,False,,,None,2026-04-05T21:18:37.627013
BK0030634,G0019573,Regent,Seven Seas Explorer,Norwegian Fjords,Europe,9,Deluxe Suite,1,2023-06-28,2024-03-28,274,18168.36,18715.51,OTA,False,,,Latitudes,2026-04-05T21:18:37.627017
BK0030635,G0004581,Norwegian,Norwegian Encore,Bermuda Getaway,Bermuda,5,Balcony,2,2022-12-13,2023-08-26,256,1037.44,2214.93,OTA,False,,,Gold,2026-04-05T21:18:37.627022
BK0030636,G0016393,Norwegian,Norwegian Getaway,Panama Canal,Americas,14,Mini-Suite,1,2023-11-01,2024-04-27,178,2795.35,2949.86,OTA,False,,,Latitudes,2026-04-05T21:18:37.627027
BK0030637,G0001153,Norwegian,Norwegian Escape,Mediterranean Dreams,Mediterranean,10,Haven Suite,2,2021-11-14,2022-07-01,229,5558.1,11719.27,Direct Web,False,,,None,2026-04-05T21:18:37.627031
BK0030638,G0000905,Oceania,Marina,Alaska Explorer,Alaska,7,Penthouse,1,2024-06-28,2024-12-18,173,10568.19,11169.47,Group,False,,,Gold,2026-04-05T21:18:37.627036
BK0030639,G0014286,Oceania,Allura,Caribbean Classic,Caribbean,7,Veranda,1,2022-09-28,2023-02-23,148,12583.24,13717.02,Loyalty,True,2022-12-27,,None,2026-04-05T21:18:37.627041
BK0030640,G0005451,Oceania,Vista,Asia Discovery,Asia,14,Concierge,2,2023-02-18,2023-08-09,172,7655.55,15837.87,Loyalty,False,,,Platinum,2026-04-05T21:18:37.627045
BK0030641,G0019188,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Oceanview,2,2025-03-24,2025-07-30,128,3826.86,8275.37,Loyalty,False,,,Platinum,2026-04-05T21:18:37.627050
BK0030642,G0014951,Norwegian,Norwegian Getaway,Caribbean Classic,Caribbean,7,Balcony,2,2024-01-25,2024-03-11,46,4345.14,8442.35,Group,False,,,Gold,2026-04-05T21:18:37.627054
BK0030643,G0011957,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Haven Suite,2,2021-09-12,2022-01-25,135,1531.65,3186.8,Direct Web,False,,,None,2026-04-05T21:18:37.627059
BK0030644,G0004385,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Mini-Suite,2,2024-09-06,2024-11-19,74,2597.05,5390.64,Loyalty,False,,,Ambassador,2026-04-05T21:18:37.627063
BK0030645,G0016861,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Balcony,2,2025-05-13,2025-06-18,36,3681.77,7709.16,Loyalty,False,,,None,2026-04-05T21:18:37.627068
BK0030646,G0016261,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Inside,4,2023-02-01,2023-10-28,269,2366.65,9904.37,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627073
BK0030647,G0015084,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Mini-Suite,2,2023-11-22,2024-02-07,77,3422.29,7158.99,Loyalty,False,,,Platinum,2026-04-05T21:18:37.627077
BK0030648,G0012196,Regent,Seven Seas Explorer,Asia Discovery,Asia,14,Superior Suite,2,2021-03-04,2022-01-12,314,12697.23,25715.62,Direct Web,False,,,Gold,2026-04-05T21:18:37.627082
BK0030649,G0018760,Norwegian,Norwegian Escape,Norwegian Fjords,Europe,9,Balcony,3,2022-06-17,2023-01-12,209,3184.26,9461.86,OTA,False,,,Gold,2026-04-05T21:18:37.627086
BK0030650,G0002673,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Inside,2,2022-06-02,2022-08-02,61,2242.35,4555.2,Group,False,,,Gold,2026-04-05T21:18:37.627090
BK0030651,G0005224,Oceania,Vista,Asia Discovery,Asia,14,Veranda,2,2025-01-15,2025-09-26,254,4486.94,9428.8,Direct Web,False,,,None,2026-04-05T21:18:37.627098
BK0030652,G0002533,Oceania,Marina,Mediterranean Dreams,Mediterranean,10,Oceanview,1,2022-01-27,2022-04-11,74,9898.57,9730.9,Loyalty,False,,,None,2026-04-05T21:18:37.627103
BK0030653,G0007933,Oceania,Vista,Norwegian Fjords,Europe,9,Penthouse,4,2025-08-06,2025-10-09,64,10498.11,40089.72,Travel Agent,True,2025-08-18,Price,Latitudes,2026-04-05T21:18:37.627108
BK0030654,G0019568,Regent,Seven Seas Mariner,Mediterranean Dreams,Mediterranean,10,Penthouse Suite,2,2022-11-15,2023-09-18,307,7568.28,16611.41,Direct Web,False,,,None,2026-04-05T21:18:37.627112
BK0030655,G0001342,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Mini-Suite,4,2024-10-14,2025-04-28,196,2917.25,11233.58,OTA,False,,,Platinum,2026-04-05T21:18:37.627117
BK0030656,G0007219,Norwegian,Norwegian Getaway,Bermuda Getaway,Bermuda,5,Inside,2,2023-08-02,2023-10-10,69,3625.15,7133.74,Group,False,,,Platinum,2026-04-05T21:18:37.627122
BK0030657,G0015140,Oceania,Vista,Hawaii Aloha,Hawaii,12,Inside,1,2024-05-29,2025-04-21,327,1840.63,1899.58,OTA,False,,,Platinum,2026-04-05T21:18:37.627126
BK0030658,G0008363,Regent,Seven Seas Explorer,Alaska Explorer,Alaska,7,Superior Suite,4,2022-12-07,2023-05-24,168,22082.41,85733.22,OTA,False,,,None,2026-04-05T21:18:37.627131
BK0030659,G0008751,Norwegian,Norwegian Getaway,Alaska Explorer,Alaska,7,Mini-Suite,2,2022-01-25,2022-08-22,209,4057.08,8168.72,OTA,True,2022-06-29,,None,2026-04-05T21:18:37.627136
BK0030660,G0012601,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Mini-Suite,2,2022-11-25,2023-05-25,181,2003.82,4167.69,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.627140
BK0030661,G0007758,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Oceanview,2,2023-07-12,2024-02-21,224,2124.3,4666.5,Loyalty,False,,,Platinum,2026-04-05T21:18:37.627145
BK0030662,G0016341,Norwegian,Norwegian Escape,Asia Discovery,Asia,14,Inside,2,2023-03-31,2023-10-24,207,584.06,1133.62,Group,False,,,None,2026-04-05T21:18:37.627149
BK0030663,G0011207,Norwegian,Norwegian Joy,Bermuda Getaway,Bermuda,5,Inside,2,2024-04-13,2024-11-06,207,3819.62,8308.16,Direct Web,False,,,Gold,2026-04-05T21:18:37.627154
BK0030664,G0010743,Oceania,Riviera,Alaska Explorer,Alaska,7,Inside,2,2023-05-12,2023-08-05,85,15972.13,31853.24,Travel Agent,False,,,None,2026-04-05T21:18:37.627158
BK0030665,G0004770,Norwegian,Norwegian Escape,Alaska Explorer,Alaska,7,Haven Suite,1,2024-08-31,2024-12-13,104,806.11,812.31,Travel Agent,False,,,Ambassador,2026-04-05T21:18:37.627162
BK0030666,G0006067,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Mini-Suite,1,2022-12-24,2023-08-06,225,2376.75,2587.23,Group,True,2023-07-17,Price,Gold,2026-04-05T21:18:37.627167
BK0030667,G0017978,Oceania,Riviera,Norwegian Fjords,Europe,9,Inside,2,2022-06-06,2023-02-09,248,2740.85,5708.21,Group,False,,,None,2026-04-05T21:18:37.627172
BK0030668,G0012004,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Mini-Suite,2,2023-01-24,2023-03-26,61,1332.55,2647.36,Group,False,,,None,2026-04-05T21:18:37.627176
BK0030669,G0002805,Oceania,Vista,Hawaii Aloha,Hawaii,12,Penthouse,2,2023-08-01,2024-06-27,331,6597.14,13665.22,Group,True,2024-03-17,Personal,Gold,2026-04-05T21:18:37.627182
BK0030670,G0012133,Regent,Seven Seas Mariner,Hawaii Aloha,Hawaii,12,Penthouse Suite,2,2022-07-20,2022-10-02,74,16973.99,36588.96,Loyalty,False,,,None,2026-04-05T21:18:37.627186
BK0030671,G0006664,Oceania,Marina,Norwegian Fjords,Europe,9,Oceanview,2,2021-09-23,2022-03-15,173,3868.56,7550.69,OTA,False,,,Latitudes,2026-04-05T21:18:37.627191
BK0030672,G0004275,Norwegian,Norwegian Getaway,Hawaii Aloha,Hawaii,12,Balcony,1,2023-06-23,2023-09-05,74,2879.09,2836.07,Travel Agent,False,,,None,2026-04-05T21:18:37.627195
BK0030673,G0015938,Oceania,Marina,Hawaii Aloha,Hawaii,12,Inside,4,2025-03-19,2025-12-08,264,2907.99,11799.48,Loyalty,True,2025-11-03,Work,Platinum,2026-04-05T21:18:37.627200
BK0030674,G0014982,Norwegian,Norwegian Escape,Asia Discovery,Asia,14,Haven Suite,2,2021-07-14,2022-03-16,245,3248.44,6962.94,Group,False,,,Latitudes,2026-04-05T21:18:37.627205
BK0030675,G0004484,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Inside,3,2023-01-22,2023-08-24,214,593.88,1862.24,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.627210
BK0030676,G0000088,Norwegian,Norwegian Getaway,Alaska Explorer,Alaska,7,Inside,3,2025-01-11,2025-03-23,71,1456.59,4373.25,Group,False,,,Latitudes,2026-04-05T21:18:37.627214
BK0030677,G0014540,Norwegian,Norwegian Encore,Caribbean Classic,Caribbean,7,Haven Suite,3,2023-02-15,2023-07-21,156,793.95,2562.69,OTA,False,,,Platinum,2026-04-05T21:18:37.627219
BK0030678,G0003051,Regent,Seven Seas Splendor,Mediterranean Dreams,Mediterranean,10,Superior Suite,4,2025-04-14,2025-07-31,108,9335.66,36812.1,Group,False,,,Latitudes,2026-04-05T21:18:37.627224
BK0030679,G0011691,Norwegian,Norwegian Joy,Mediterranean Dreams,Mediterranean,10,Balcony,2,2022-11-12,2023-08-04,265,5306.37,10669.49,Loyalty,False,,,None,2026-04-05T21:18:37.627230
BK0030680,G0018167,Oceania,Marina,Asia Discovery,Asia,14,Penthouse,1,2024-10-07,2025-04-28,203,3975.82,4202.43,OTA,False,,,Ambassador,2026-04-05T21:18:37.627235
BK0030681,G0019056,Norwegian,Norwegian Escape,Alaska Explorer,Alaska,7,Oceanview,2,2024-05-06,2024-06-04,29,4154.47,8175.77,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627240
BK0030682,G0003785,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Haven Suite,2,2024-01-21,2024-05-05,105,2929.47,6088.47,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.627245
BK0030683,G0007649,Oceania,Allura,Norwegian Fjords,Europe,9,Inside,1,2023-10-07,2024-01-14,99,3371.6,3280.17,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.627250
BK0030684,G0015158,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Inside,2,2024-06-15,2025-02-06,236,2295.18,4522.83,Group,False,,,Latitudes,2026-04-05T21:18:37.627255
BK0030685,G0007838,Oceania,Vista,Mediterranean Dreams,Mediterranean,10,Concierge,2,2023-05-10,2024-01-06,241,7480.67,15115.78,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627260
BK0030686,G0014733,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Balcony,2,2024-06-04,2024-08-25,82,3205.47,6631.86,OTA,False,,,None,2026-04-05T21:18:37.627265
BK0030687,G0002688,Oceania,Allura,Panama Canal,Americas,14,Veranda,1,2025-10-12,2025-12-15,64,6196.84,6231.47,Group,False,,,None,2026-04-05T21:18:37.627270
BK0030688,G0015230,Regent,Seven Seas Grandeur,Mediterranean Dreams,Mediterranean,10,Superior Suite,2,2022-10-01,2023-02-21,143,20884.49,45305.26,Group,False,,,Latitudes,2026-04-05T21:18:37.627275
BK0030689,G0016666,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Haven Suite,2,2024-10-05,2025-01-21,108,3325.3,7031.1,Group,False,,,Latitudes,2026-04-05T21:18:37.627280
BK0030690,G0018427,Norwegian,Norwegian Encore,Asia Discovery,Asia,14,Oceanview,2,2022-01-13,2022-08-27,226,2093.24,4371.26,Group,True,2022-06-23,Weather,None,2026-04-05T21:18:37.627285
BK0030691,G0001279,Oceania,Allura,Panama Canal,Americas,14,Oceanview,2,2023-12-31,2024-06-15,167,8642.83,16562.39,Direct Web,False,,,Platinum,2026-04-05T21:18:37.627294
BK0030692,G0007096,Regent,Seven Seas Mariner,Bermuda Getaway,Bermuda,5,Penthouse Suite,2,2024-01-30,2024-11-21,296,20576.89,44676.18,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627299
BK0030693,G0009749,Regent,Seven Seas Explorer,Asia Discovery,Asia,14,Grand Suite,3,2024-04-21,2024-11-03,196,12934.17,41882.34,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.627305
BK0030694,G0018083,Norwegian,Norwegian Getaway,Bermuda Getaway,Bermuda,5,Inside,2,2022-10-17,2023-01-04,79,2416.2,4912.56,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.627310
BK0030695,G0008449,Norwegian,Norwegian Getaway,Mediterranean Dreams,Mediterranean,10,Oceanview,2,2021-11-09,2022-06-08,211,1665.58,3193.43,Direct Web,False,,,Ambassador,2026-04-05T21:18:37.627315
BK0030696,G0006453,Norwegian,Norwegian Getaway,Panama Canal,Americas,14,Inside,2,2025-10-29,2025-12-25,57,2561.18,5555.43,Group,False,,,Latitudes,2026-04-05T21:18:37.627321
BK0030697,G0003657,Norwegian,Norwegian Escape,Norwegian Fjords,Europe,9,Balcony,4,2024-10-03,2025-04-29,208,4091.73,17845.74,OTA,False,,,Latitudes,2026-04-05T21:18:37.627325
BK0030698,G0007203,Norwegian,Norwegian Bliss,Mediterranean Dreams,Mediterranean,10,Inside,2,2025-02-05,2025-04-25,79,833.02,1788.49,OTA,False,,,Ambassador,2026-04-05T21:18:37.627330
BK0030699,G0015344,Norwegian,Norwegian Getaway,Panama Canal,Americas,14,Oceanview,2,2024-08-11,2024-10-02,52,3026.93,6179.5,OTA,False,,,Latitudes,2026-04-05T21:18:37.627335
BK0030700,G0011884,Regent,Seven Seas Grandeur,Caribbean Classic,Caribbean,7,Penthouse Suite,1,2024-05-05,2025-03-20,319,16383.61,15886.85,Loyalty,True,2025-02-26,Work,None,2026-04-05T21:18:37.627340
BK0030701,G0008381,Norwegian,Norwegian Bliss,Norwegian Fjords,Europe,9,Mini-Suite,2,2024-05-18,2024-11-07,173,922.57,1778.34,Travel Agent,False,,,Latitudes,2026-04-05T21:18:37.627345
BK0030702,G0000781,Norwegian,Norwegian Joy,Caribbean Classic,Caribbean,7,Oceanview,4,2023-08-25,2023-11-21,88,3152.71,12936.74,Loyalty,False,,,Gold,2026-04-05T21:18:37.627349
BK0030703,G0005912,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Balcony,2,2025-07-24,2025-12-22,151,3352.89,6672.6,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627354
BK0030704,G0002181,Norwegian,Norwegian Escape,Alaska Explorer,Alaska,7,Haven Suite,2,2021-09-19,2022-01-19,122,2325.97,4981.51,Loyalty,False,,,None,2026-04-05T21:18:37.627358
BK0030705,G0004396,Oceania,Riviera,Hawaii Aloha,Hawaii,12,Veranda,2,2024-11-16,2025-10-03,321,8805.75,16750.71,Direct Web,False,,,None,2026-04-05T21:18:37.627363
BK0030706,G0010437,Norwegian,Norwegian Joy,Panama Canal,Americas,14,Mini-Suite,2,2025-08-11,2025-09-15,35,2877.65,6011.48,OTA,False,,,Ambassador,2026-04-05T21:18:37.627367
BK0030707,G0014330,Norwegian,Norwegian Bliss,Hawaii Aloha,Hawaii,12,Balcony,2,2023-02-21,2023-09-15,206,931.65,1994.67,Direct Web,False,,,Gold,2026-04-05T21:18:37.627372
BK0030708,G0003782,Norwegian,Norwegian Encore,Hawaii Aloha,Hawaii,12,Haven Suite,2,2022-07-19,2022-12-07,141,4643.63,9304.53,Travel Agent,False,,,None,2026-04-05T21:18:37.627377
BK0030709,G0011871,Norwegian,Norwegian Escape,Caribbean Classic,Caribbean,7,Inside,2,2024-10-29,2025-03-03,125,3675.83,7492.13,Direct Web,False,,,Latitudes,2026-04-05T21:18:37.627381
BK0030710,G0002141,Norwegian,Norwegian Bliss,Caribbean Classic,Caribbean,7,Mini-Suite,2,2024-09-08,2025-01-30,144,3339.16,6978.62,Direct Web,False,,,Gold,2026-04-05T21:18:37.627385
BK0030711,G0014022,Regent,Seven Seas Explorer,Caribbean Classic,Caribbean,7,Penthouse Suite,1,2022-10-14,2023-09-25,346,17381.54,18698.15,Travel Agent,True,2023-09-24,Price,None,2026-04-05T21:18:37.627390
BK0030712,G0002973,Norwegian,Norwegian Encore,Panama Canal,Americas,14,Inside,2,2025-05-17,2025-06-20,34,4124.37,7953.52,Travel Agent,False,,,Gold,2026-04-05T21:18:37.627395
BK0030713,G0004790,Norwegian,Norwegian Getaway,Bermuda Getaway,Bermuda,5,Oceanview,2,2022-12-20,2023-02-04,46,1073.25,2152.3,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627400
BK0030714,G0014573,Norwegian,Norwegian Encore,Asia Discovery,Asia,14,Mini-Suite,2,2024-06-07,2025-02-26,264,2285.0,4936.53,Travel Agent,False,,,None,2026-04-05T21:18:37.627405
BK0030715,G0003149,Norwegian,Norwegian Escape,Bermuda Getaway,Bermuda,5,Inside,2,2024-12-07,2025-05-23,167,2536.33,4951.01,Travel Agent,True,2025-04-17,,Platinum,2026-04-05T21:18:37.627411
BK0030716,G0006748,Norwegian,Norwegian Joy,Hawaii Aloha,Hawaii,12,Balcony,2,2025-07-25,2025-12-12,140,4363.23,8641.84,OTA,False,,,None,2026-04-05T21:18:37.627416
BK0030717,G0017064,Norwegian,Norwegian Getaway,Asia Discovery,Asia,14,Oceanview,2,2025-08-29,2025-11-26,89,4369.39,8728.35,Group,False,,,None,2026-04-05T21:18:37.627420
BK0030718,G0012240,Norwegian,Norwegian Bliss,Panama Canal,Americas,14,Oceanview,2,2024-12-15,2025-08-20,248,2105.55,4209.38,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627425
BK0030719,G0015253,Norwegian,Norwegian Escape,Norwegian Fjords,Europe,9,Balcony,3,2023-03-08,2023-10-19,225,2235.21,7223.97,Direct Web,False,,,None,2026-04-05T21:18:37.627430
BK0030720,G0014777,Norwegian,Norwegian Escape,Mediterranean Dreams,Mediterranean,10,Inside,2,2021-08-01,2022-03-23,234,1602.71,3462.08,Loyalty,False,,,None,2026-04-05T21:18:37.627435
BK0030721,G0011306,Regent,Seven Seas Explorer,Asia Discovery,Asia,14,Master Suite,1,2023-11-18,2024-10-23,340,22202.87,21715.85,Loyalty,False,,,Latitudes,2026-04-05T21:18:37.627440
BK0030722,G0003558,Norwegian,Norwegian Getaway,Norwegian Fjords,Europe,9,Haven Suite,2,2023-10-24,2024-06-23,243,1460.06,2801.22,OTA,False,,,Gold,2026-04-05T21:18:37.627446
